fecha_hecho;cantidad;latitud;longitud;sexo;edad;estado_civil;grupo_actor;actividad_delictiva;parentesco;ocupacion;discapacidad;grupo_especial;medio_transporte;nivel_academico;testigo;conducta;modalidad;caracterizacion;conducta_especial;arma_medio;articulo_penal;categoria_penal;nombre_barrio;codigo_barrio;codigo_comuna;lugar;sede_receptora;bien;categoria_bien;grupo_bien;modelo;color;permiso;unidad_medida;fecha_ingestion
2003-01-01T10:00:00.000-05:00;1.0;NaN;NaN;Sin dato;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-01-01T11:00:00.000-05:00;1.0;NaN;NaN;Sin dato;-1;Sin dato;Guerrilla;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-01-10T06:00:00.000-05:00;1.0;NaN;NaN;Hombre;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-01-11T10:00:00.000-05:00;1.0;NaN;NaN;Hombre;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-01-15T09:00:00.000-05:00;1.0;NaN;NaN;Mujer;37;Sin dato;Delincuencia;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-01-15T18:00:00.000-05:00;1.0;NaN;NaN;Hombre;-1;Sin dato;Delincuencia;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-01-16T19:00:00.000-05:00;1.0;NaN;NaN;Hombre;57;Sin dato;Delincuencia;Sin dato;Sin dato;Mecánico automotriz;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-01-16T22:00:00.000-05:00;1.0;NaN;NaN;Hombre;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-01-16T08:00:00.000-05:00;1.0;NaN;NaN;Hombre;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-01-16T08:00:00.000-05:00;1.0;NaN;NaN;Hombre;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-01-16T11:00:00.000-05:00;1.0;NaN;NaN;Hombre;-1;Sin dato;Delincuencia;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-01-17T23:00:00.000-05:00;1.0;NaN;NaN;Hombre;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-01-19T20:00:00.000-05:00;1.0;NaN;NaN;Mujer;21;Sin dato;Delincuencia;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-01-22T16:00:00.000-05:00;1.0;NaN;NaN;Hombre;17;Soltero(a);Delincuencia;Sin dato;Sin dato;Habitante de la calle;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-01-24T11:00:00.000-05:00;1.0;NaN;NaN;Hombre;-1;Sin dato;Delincuencia;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-01-24T15:00:00.000-05:00;1.0;NaN;NaN;Hombre;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-01-27T16:00:00.000-05:00;1.0;NaN;NaN;Hombre;44;Sin dato;Delincuencia;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-01-28T13:30:00.000-05:00;1.0;NaN;NaN;Mujer;-1;Sin dato;Delincuencia;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-01-28T16:00:00.000-05:00;1.0;NaN;NaN;Hombre;38;Sin dato;Delincuencia;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-01-30T05:30:00.000-05:00;1.0;NaN;NaN;Mujer;-1;Sin dato;Delincuencia;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-01-30T15:20:00.000-05:00;1.0;NaN;NaN;Sin dato;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-01-31T20:00:00.000-05:00;1.0;NaN;NaN;Hombre;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-01-31T22:00:00.000-05:00;1.0;NaN;NaN;Hombre;33;Sin dato;Delincuencia;Sin dato;Sin dato;Asesor;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-02-04T10:00:00.000-05:00;1.0;NaN;NaN;Mujer;49;Sin dato;Delincuencia;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-02-04T10:00:00.000-05:00;1.0;NaN;NaN;Hombre;48;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-02-04T11:00:00.000-05:00;1.0;NaN;NaN;Mujer;49;Sin dato;Delincuencia;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-02-05T06:00:00.000-05:00;1.0;NaN;NaN;Sin dato;-1;Sin dato;Paramilitar;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-02-06T15:00:00.000-05:00;1.0;NaN;NaN;Mujer;40;Sin dato;Delincuencia;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-02-07T04:00:00.000-05:00;1.0;NaN;NaN;Hombre;36;Sin dato;Delincuencia;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-02-10T17:00:00.000-05:00;1.0;NaN;NaN;Hombre;23;Sin dato;Delincuencia;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-02-12T20:00:00.000-05:00;1.0;NaN;NaN;Sin dato;-1;Sin dato;Delincuencia;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-02-12T23:00:00.000-05:00;1.0;NaN;NaN;Hombre;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-02-14T15:00:00.000-05:00;1.0;NaN;NaN;Hombre;48;Sin dato;Delincuencia;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-02-14T19:00:00.000-05:00;1.0;NaN;NaN;Mujer;46;Sin dato;Delincuencia;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-02-15T14:00:00.000-05:00;1.0;NaN;NaN;Hombre;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-02-20T19:00:00.000-05:00;1.0;NaN;NaN;Mujer;39;Sin dato;Delincuencia;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-02-21T10:00:00.000-05:00;1.0;NaN;NaN;Mujer;47;Sin dato;Delincuencia;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-02-21T15:00:00.000-05:00;1.0;NaN;NaN;Hombre;46;Sin dato;Delincuencia;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-03-10T05:00:00.000-05:00;1.0;NaN;NaN;Mujer;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-03-12T22:00:00.000-05:00;1.0;NaN;NaN;Hombre;32;Sin dato;Guerrilla;Sin dato;Sin dato;Docente;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-03-13T04:00:00.000-05:00;1.0;NaN;NaN;Mujer;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-03-17T08:00:00.000-05:00;1.0;NaN;NaN;Hombre;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-03-17T12:00:00.000-05:00;1.0;NaN;NaN;Hombre;53;Casado(a);Delincuencia;Sin dato;Sin dato;Abogado;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-03-20T08:00:00.000-05:00;1.0;NaN;NaN;Hombre;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-03-22T05:00:00.000-05:00;1.0;NaN;NaN;Mujer;-1;Sin dato;Sin dato;Sin dato;Sin dato;Ama de casa;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-03-30T20:53:00.000-05:00;1.0;NaN;NaN;Hombre;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-03-31T23:20:00.000-05:00;1.0;NaN;NaN;Sin dato;-1;Sin dato;Guerrilla;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-04-01T08:00:00.000-05:00;1.0;NaN;NaN;Mujer;42;Sin dato;Delincuencia;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-04-04T08:00:00.000-05:00;1.0;NaN;NaN;Hombre;27;Sin dato;Delincuencia;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-04-07T08:00:00.000-05:00;1.0;NaN;NaN;Mujer;39;Sin dato;Delincuencia;Sin dato;Sin dato;Conductor;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-04-07T08:00:00.000-05:00;1.0;NaN;NaN;Hombre;35;Sin dato;Paramilitar;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-04-09T08:00:00.000-05:00;1.0;NaN;NaN;Hombre;45;Sin dato;Delincuencia;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-04-10T08:00:00.000-05:00;1.0;NaN;NaN;Hombre;-1;Sin dato;Guerrilla;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-04-19T08:00:00.000-05:00;1.0;NaN;NaN;Hombre;15;Soltero(a);Delincuencia;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-04-24T08:00:00.000-05:00;1.0;NaN;NaN;Mujer;-1;Sin dato;Delincuencia;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-04-27T08:00:00.000-05:00;1.0;NaN;NaN;Mujer;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-04-29T08:00:00.000-05:00;1.0;NaN;NaN;Mujer;46;Sin dato;Delincuencia;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
2003-04-30T08:00:00.000-05:00;1.0;NaN;NaN;Hombre;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Extorsión;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;SIN DATO;SIN DATO;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;2021-12-06T04:05:36.000-05:00
